urban,geo1_ca2011,age,sex,marst,nativity,citizen,yrsimm,edattain,labforce,occisco,hrswork1,inctot,incearn
urban,alberta,60,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,50 hours,60400,60400
urban,quebec,83,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,19800,0
urban,ontario,67,female,married/in union,foreign-born,not a citizen,2,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,7400,0
rural,ontario,19,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"no, not in the labor force",elementary occupations,0 hours,10501,5500
urban,ontario,32,male,married/in union,foreign-born,not a citizen,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,49900,49100
urban,quebec,49,male,married/in union,foreign-born,naturalized citizen,13,secondary completed,"yes, in the labor force",technicians and associate professionals,37 hours,12500,-6400
rural,british columbia,41,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,3800,0
urban,british columbia,24,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",clerks,32 hours,21800,19900
urban,ontario,44,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,0 hours,129800,129400
urban,ontario,47,female,married/in union,foreign-born,naturalized citizen,23,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,1100,0
urban,ontario,46,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",professionals,30 hours,209200,209000
rural,saskatchewan,22,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",service workers and shop and market sales,0 hours,7600,2300
urban,quebec,49,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,48 hours,900,0
urban,ontario,64,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",technicians and associate professionals,60 hours,44100,43400
urban,alberta,24,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force","legislators, senior officials and managers",5 hours,13900,13900
urban,ontario,23,male,single/never married,foreign-born,not a citizen,3,secondary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,17100,15600
urban,british columbia,39,male,single/never married,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",skilled agricultural and fishery workers,40 hours,26400,25900
urban,british columbia,57,male,married/in union,foreign-born,not a citizen,3,university completed,"yes, in the labor force",service workers and shop and market sales,40 hours,105000,89900
rural,manitoba,35,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,40 hours,41800,18000
urban,ontario,29,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",elementary occupations,30 hours,12600,11900
rural,ontario,83,female,married/in union,foreign-born,naturalized citizen,41,less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,19000,0
urban,ontario,61,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",clerks,30 hours,175800,47900
urban,british columbia,22,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,29100,29100
rural,quebec,23,female,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,35 hours,31200,22500
urban,manitoba,23,female,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",service workers and shop and market sales,15 hours,9400,9000
urban,alberta,48,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",service workers and shop and market sales,38 hours,44500,44500
urban,quebec,71,male,married/in union,foreign-born,naturalized citizen,38,university completed,"yes, in the labor force",technicians and associate professionals,10 hours,80400,28200
rural,british columbia,35,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",professionals,44 hours,32200,31800
urban,quebec,51,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,3 hours,8100,8100
urban,ontario,78,male,married/in union,foreign-born,naturalized citizen,13,university completed,"no, not in the labor force",niu (not in universe),0 hours,14200,0
urban,saskatchewan,32,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,58400,58400
urban,alberta,55,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",technicians and associate professionals,40 hours,86700,86700
urban,quebec,42,male,single/never married,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,35 hours,77300,77300
rural,british columbia,37,female,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",technicians and associate professionals,38 hours,51100,42900
urban,quebec,52,male,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,30600,-1700
urban,manitoba,80,female,widowed,native-born,citizen by birth,niu (not in universe),secondary completed,"no, not in the labor force",niu (not in universe),0 hours,108200,0
urban,quebec,52,female,single/never married,foreign-born,naturalized citizen,41,secondary completed,"yes, in the labor force",clerks,35 hours,500,0
urban,ontario,55,male,married/in union,native-born,citizen by birth,niu (not in universe),university completed,"yes, in the labor force",service workers and shop and market sales,0 hours,43100,41100
rural,ontario,59,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"yes, in the labor force",plant and machine operators and assemblers,40 hours,7400,5800
urban,ontario,63,female,married/in union,foreign-born,naturalized citizen,41,secondary completed,"no, not in the labor force",niu (not in universe),0 hours,700,0
urban,quebec,77,male,married/in union,native-born,citizen by birth,niu (not in universe),less than primary completed,"no, not in the labor force",niu (not in universe),0 hours,50200,0
urban,british columbia,51,male,married/in union,native-born,citizen by birth,niu (not in universe),secondary completed,"yes, in the labor force",crafts and related trades workers,40 hours,6600,4900
